text,favorite_count,retweet_count,created_at
"➖Shinny heel🔥🔥🌷
➖Sizes 36 to 41
➖Ksh 2899
➖Delivered Countrywide
➖Call📞/WhatsApp 0101914399
Ezekiel Machogu Tirries Tuesday Pwani University Betty Kyallo Nairobi River #MachakosCountyExposed https://t.co/BNDqD3uRHf",14,4,2022-11-29T14:02:30Z
"Bash after Exams. Watch DP Rigathi at Komarock Primary School and follow @o_langat 

Aboubakar Tirries Tuesday Betty Kyallo Nairobi River Sonko Ezekiel Machogu #MachakosCountyExposed Pwani University Alai Kibra

https://t.co/cRF4iUitSu",0,0,2022-11-29T14:01:19Z
"When you hear two guys speak and one says "" so this is how women feel wakidinywa"" #MachakosCountyExposed Betty kyallo Trevor kibra Ezekiel machogu Nairobi River Tirries Tuesday Pwani university Sonko Swahili Sacco https://t.co/aFoBYYF4gw",0,0,2022-11-29T14:00:55Z
"As we focus on  #MachakosCountyExposed ,let's we not forget the slow and poor services of the customer care of @KeEquityBank. A bank I will never encourage anyone to deal with it. 
Sonko Kibra Sacco Nairobi River",1,0,2022-11-29T13:59:49Z
"New arrivals. Casulas. Size 38-48 Going for ksh 3,000 call/whatsapp 0798044561 to order yours. #MachakosCountyExposed https://t.co/271sVFVhAb",0,0,2022-11-29T13:59:48Z
"The prime cabinet Secretary Musalia Mudavadi will receive a honorary degree from Masinde Muliro University, MMUST during it's graduation ceremony slated for early next month. 

🔝; #MachakosCountyExposed, World cup,  Senegal, Quickmart Ivanka,  #NiCampusNews , KCPE,  Azimio, https://t.co/JvXLer79L3",2,0,2022-11-29T13:59:45Z
"Ezekiel Machogu Sonko Kibra Betty Kyallo #MachakosCountyExposed Tirries Tuesday

Raincoats available for only kshs 1400
Contact us on 0717105472
We do delivery countrywide https://t.co/tOQ1Hkm2LK",0,0,2022-11-29T13:55:56Z
"@Kenyans The problem with William Ruto is.. He talks hope to kenyans but in return gives empty hands, food prices are high, electricity is high, fare is high. We will not listen to fake hopes.   tirries tuesday, betty kyalo ezekiel machogu #MachakosCountyExposed piere morgan christiano r",0,0,2022-11-29T13:54:03Z
"investors education conference is here let's  register via the link to book a slot https://t.co/uaSSeeIEr9…
For more information call 0729055290/0724596333
#RegisterForInvestorConference
#ManDay 
#MachakosCountyExposed 
#AskAMan https://t.co/TRSKno5GJQ",6,5,2022-11-29T13:53:40Z
"Get your custom made crib designed just how you want it at a waaaay affordable price.
I help people save💰
Send a pic of what U want &amp; I'll get you with 🏆carpenter
#tirriestuesday #MachakosCountyExposed #MachakosImpunity #SpaceYaMagari #GivingTuesday Pastor Ezekiel https://t.co/dtnMdDRrsk",0,0,2022-11-29T13:53:27Z
"Casemiro 
Cameroon 
Kolo Toure
Serbia
Suarez 
Riggy G
Uhuru Kenyatta
Jordan Ayew
Pastor Ezekiel 
KCPE
Paysii app 
Paybill
Uruguay
Bruno Fernandes
Fun Fast Fair
#WorldCupNaCrypto 
#MachakosCountyExposed https://t.co/GSd0AJJql6",0,0,2022-11-29T13:52:06Z
"By age 30, you should have friends that talk business, money and purpose not simply soap operas and cancel culture.

| MachakosCountyExposed Betty Kyallo Pwani University Nairobi River Ezekiel  Machogu Tirries Tuesday Sonko Trevor |",61,6,2022-11-29T13:52:03Z
"Casemiro 
Cameroon 
Kolo Toure
Serbia
Suarez 
Riggy G
Uhuru Kenyatta
Jordan Ayew
Pastor Ezekiel 
KCPE
Paysii app 
Paybill
Uruguay
Bruno Fernandes
Fun Fast Fair
#WorldCupNaCrypto 
#MachakosCountyExposed https://t.co/tPgBJn2v75",0,0,2022-11-29T13:51:12Z
"Casemiro 
Cameroon 
Kolo Toure
Serbia
Suarez 
Riggy G
Uhuru Kenyatta
Jordan Ayew
Pastor Ezekiel 
KCPE
Paysii app 
Paybill
Uruguay
Bruno Fernandes
Fun Fast Fair
#WorldCupNaCrypto 
#MachakosCountyExposed https://t.co/0gyMyrniuK",0,0,2022-11-29T13:50:33Z
"Casemiro 
Cameroon 
Kolo Toure
Serbia
Suarez 
Riggy G
Uhuru Kenyatta
Jordan Ayew
Pastor Ezekiel 
KCPE
Paysii app 
Paybill
Uruguay
Bruno Fernandes
Fun Fast Fair
#WorldCupNaCrypto 
#MachakosCountyExposed https://t.co/FAhRuchaus",0,0,2022-11-29T13:49:58Z
"Brand NEW!!! Harman Kardon Onyx Studio 8 ; Bluetooth version: 4.2 ; Battery capacity: 3250 mAh
@Ksh.34,999
-0705596611

#MachakosCountyExposed
#Manday #Nairobiriver ichaweri #EzekielMachogu https://t.co/QEkC92Mf6Q",1,1,2022-11-29T13:44:28Z
"Cherera team should just go home in peace, they have nothing to offer in IEBC. 

President Ruto should appoint competent people who can deliver at IEBC. 
Betty Kyallo Sacco Ezekiel Machogu
#MachakosCountyExposed",3,1,2022-11-29T13:44:28Z
"I hear our economy haisongi mbele but the good thing inarudi nyuma na quickmart ivanka's hairline
 #MachakosCountyExposed",0,0,2022-11-29T13:43:44Z
"A genuine Carpenter/furniture seller will first ask about your room size and apartment access before selling it to you.Otherwise you might end up making a purchase you'll regret.
send me a pic of furniture U looking 4 &amp; save💰#MachakosCountyexposed #tirriestuesday #GivingTuesday https://t.co/FZ8qnvarxW",0,0,2022-11-29T13:43:02Z
"Raila Receives Blow As Residents In His Stronghold Declare That They Are Done With Him, To Join Ruto
https://t.co/CYYKHiX9xE
 #MachakosCountyExposed",0,0,2022-11-29T13:40:28Z
"Just Arrived!!!

💥💥 💥 Dell vostro core 3400 coi5  8gb /1Tb/14"" ubuntu

Ksh 77,000

The most trusted supplier of Computers and Accessories.

Contact Us;0708414113 

Pwani University 
Betty kyallo
Lakers
Tirries Tuesday 
#MachakosCountyExposed https://t.co/m8ddfv5I2j",0,1,2022-11-29T13:39:30Z
"2 Major RISKS when buying Furniture from brokers in Nairobi⚔️
🥇Most hike price by 5-8k
🥈Most  sell refurbished sh*t and lie it's new 

If you want to save and get long-lasting furniture,send me a photo of what you want
#GivingTuesday #MachakosCountyExposed #SpaceYaMagari https://t.co/1TBdm4Zjnz",0,0,2022-11-29T13:38:19Z
Hope umepata yako #MachakosCountyExposed Uhuru Kenyatta Betty Kyallo https://t.co/9cI5ZV4HCj,0,1,2022-11-29T13:34:08Z
